topic	term	beta
2	service	5.366787946666489e-4
1	servicemen	1.494810783562917e-5
2	servicemen	8.696475665215488e-5
1	services	6.555081933584395e-4
2	services	4.190425806619222e-4
1	serving	4.156983197014577e-5
2	serving	1.6188539891083222e-4
1	session	3.788238137796184e-4
2	session	4.0957909834365996e-4
1	sessions	6.53550484570545e-5
2	sessions	9.463610797786361e-5
1	setback	4.182055681529893e-5
2	setback	1.3664639371761078e-5
1	setbacks	3.891905676780932e-5
2	setbacks	1.1793942861867608e-5
1	seton	2.1846935269831105e-5
2	seton	8.126504497557421e-6
1	sets	5.3724593532377526e-5
2	sets	1.1054603666177348e-4
1	setting	8.935197644198492e-5
2	setting	8.957409685553856e-5
1	settle	2.791375222484391e-5
2	settle	8.960257139361709e-5
1	settled	2.4736212503847203e-4
2	settled	7.278573896962154e-5
1	settlement	6.145138706229117e-5
2	settlement	3.467010770330181e-4
1	settlements	1.7577249180275786e-5
2	settlements	1.0460932284828545e-4
1	settlers	1.585665483637159e-5
2	settlers	3.178741921397518e-5
1	settling	4.160416425049016e-5
2	settling	2.1607562964484086e-5
1	seven	5.754050486156859e-4
2	seven	4.3209915266133916e-4
1	sevenday	1.260799887994784e-5
2	sevenday	1.4575273650436208e-5
1	seventh	5.833780321664015e-5
2	seventh	1.382343915602724e-5
1	sevenyear	1.3825743399200551e-5
2	sevenyear	1.7621229979563103e-5
1	severe	1.9970849588427754e-4
2	severe	8.267228320800978e-5
1	severed	6.39501635600534e-14
2	severed	3.116752707670903e-5
1	severely	5.69703109487231e-5
2	severely	3.0361711069393457e-5
1	severity	4.200310145089408e-5
2	severity	1.3537223383018193e-5
1	sewage	8.372375941062805e-5
2	sewage	5.833447072140484e-12
1	sex	2.599124906263898e-5
2	sex	1.1432012218408021e-4
1	sexual	2.8157981736706288e-5
2	sexual	1.3228744920949006e-4
1	sexuality	1.4208057087429656e-65
2	sexuality	4.285534979185105e-5
1	sexually	1.145383024544825e-5
2	sexually	2.706870497255284e-5
1	sgt	2.0707220054145994e-4
2	sgt	1.909331073748748e-5
1	shadow	2.5303818139031096e-5
2	shadow	4.077707142703583e-5
1	shadyside	5.023426066080784e-5
2	shadyside	1.1534087666492457e-31
1	shaft	3.907109162507275e-5
2	shaft	7.902075102509985e-27
1	shah	1.0917823762628533e-10
2	shah	2.727151002486791e-5
1	shake	1.4304737487292949e-5
2	shake	1.3390951653855818e-5
1	shaken	2.6514986455674192e-5
2	shaken	2.4347913488730177e-5
1	shakeup	5.978769565625966e-6
2	shakeup	1.9202469650656574e-5
1	shaking	3.66828752714764e-5
2	shaking	3.6730440842752604e-5
1	shaky	1.4377223281658748e-5
2	shaky	2.1132238415999576e-5
1	shall	9.742934098865998e-7
2	shall	7.723876189407174e-5
1	shallow	4.465254490267049e-5
2	shallow	9.160558828143461e-11
1	shame	5.225452558582297e-7
2	shame	4.2490613681030764e-5
1	shamir	2.8393586725491787e-36
2	shamir	1.6752545827723584e-4
1	shamirs	8.140608235306987e-36
2	shamirs	6.623099513286077e-5
1	shamrock	1.7627709227881517e-9
2	shamrock	5.843788294003173e-5
1	shanker	1.61293769813314e-16
2	shanker	2.727158623106536e-5
1	shape	5.6894633107418305e-5
2	shape	8.8853647485955407e-05
1	shaped	2.519110611037647e-5
2	shaped	1.358415808880498e-5
1	share	0.0014715932607292544
2	share	9.875616676329136e-5
1	shared	2.3938914363228016e-5
2	shared	8.068918191628282e-5
1	shareholder	1.0604718528816458e-4
2	shareholder	2.0385421501103833e-9
1	shareholders	2.1737922817563645e-4
2	shareholders	2.1119220215455786e-7
1	shares	9.264557210436661e-4
2	shares	1.9540645998810505e-5
1	sharing	7.020501313841888e-5
2	sharing	2.112390104161758e-5
1	shark	8.372376776801305e-5
2	shark	3.2209533455146684e-68
1	sharon	5.785780504040045e-6
2	sharon	5.0504702960537846e-5
1	sharp	1.9548798875821454e-4
2	sharp	5.445066620180008e-5
1	sharpest	2.7909461118434848e-5
2	sharpest	3.894866998265131e-6
1	sharpeville	1.6392713263555262e-27
2	sharpeville	3.116752712134622e-5
1	sharply	3.3089519776775253e-4
2	sharply	8.460666660280736e-5
1	shatalin	2.504117268289981e-10
2	shatalin	2.3375470553853277e-5
1	shattered	4.465267614264665e-5
2	shattered	2.0497351115188423e-16
1	shearson	1.0046848315095706e-4
2	shearson	2.664308482229735e-11
1	shed	4.069865618155824e-5
2	shed	3.0031488549019234e-5
1	shedd	1.2206493546001755e-15
2	shedd	2.7271586230325907e-5
1	sheehan	1.6515583353708852e-10
2	sheehan	2.7271470952557138e-5
1	sheet	4.465267612350148e-5
2	sheet	1.3568266513171723e-14
1	sheets	3.348940351120397e-5
2	sheets	7.230991413828938e-11
1	sheftel	4.0950789276045245e-72
2	sheftel	4.285534979185105e-5
1	sheik	3.219261031065721e-5
2	sheik	1.2593055448728541e-5
1	shelby	1.5087542337317643e-5
2	shelby	1.2844554584265551e-5
1	shell	7.265438413821008e-5
2	shell	2.7206124103586318e-5
1	shelling	2.0796942724953205e-5
2	shelling	8.859398333862635e-6
1	shells	7.893998742760062e-5
2	shells	2.281877875458702e-5
1	shelter	8.372995024185686e-5
2	shelter	2.3371329979919342e-5
1	shelters	5.581451303992172e-5
2	shelters	9.298316320395023e-10
1	shelves	5.191865984637009e-5
2	shelves	1.0512113579046803e-5
1	sheriff	4.348713154037767e-5
2	sheriff	2.029325351776003e-5
1	sheriffs	1.1897679910065398e-4
2	sheriffs	2.604064793423322e-5
1	sherman	3.6700857990219065e-5
2	sherman	1.6544209099975388e-6
1	sherry	3.3429127764504354e-5
2	sherry	4.214472599970779e-8
1	shes	3.833528942059128e-5
2	shes	6.674458439883684e-5
1	shevardnadze	3.1872863085781323e-9
2	shevardnadze	1.4025164732312862e-4
1	shield	6.16019319671199e-5
2	shield	6.219231184480833e-5
1	shields	3.847979516608051e-8
2	shields	5.8412254490680776e-5
1	shift	7.942238904342994e-5
2	shift	6.144147176948589e-5
1	shifted	4.590457084597397e-5
2	shifted	1.8605883092744772e-5
1	shifting	4.068108608945929e-5
2	shifting	1.835592978673498e-5
1	shifts	7.984081253039908e-5
2	shifts	6.606240095794724e-6
1	shiite	8.047484690010108e-5
2	shiite	1.3955566465783812e-5
1	shiites	3.348950710720519e-5
2	shiites	1.1425694617449354e-20
1	shiley	5.885768690223001e-14
2	shiley	3.506346797043186e-5
1	shimon	5.421353913879316e-13
2	shimon	4.285534941344106e-5
1	shining	1.1136926706740706e-6
2	shining	7.324552044732802e-5
1	ship	5.439989083226906e-4
2	ship	1.767523017202823e-5
1	shipbuilding	3.1310668050524456e-5
2	shipbuilding	5.416768559595271e-6
1	shipment	1.1760496377898145e-4
2	shipment	3.6225423934669095e-6
1	shipments	1.2021256532884177e-4
2	shipments	2.12821433466642e-5
1	shipped	8.929692310628734e-5
2	shipped	5.883559649169502e-9
1	shipping	1.2749458906501923e-4
2	shipping	6.155338761725219e-7
1	ships	3.124494811956162e-4
2	ships	8.323765083264348e-8
1	shipyard	3.3465858797967445e-5
2	shipyard	1.9496210949067426e-5
1	shirt	3.881968841729149e-5
2	shirt	2.3551124550180308e-5
1	shirts	7.370600483413507e-6
2	shirts	1.8230972942606987e-5
1	shock	2.3877468681740897e-5
2	shock	5.735642560477072e-5
1	shocked	2.1014553338854376e-10
2	shocked	3.8959262220292576e-5
1	shocks	3.4767953172140495e-5
2	shocks	3.0035867057405595e-6
1	shoe	3.5733760272144304e-5
2	shoe	3.349698135433202e-5
1	shoes	5.7921544037195986e-5
2	shoes	2.4261650121841495e-6
1	shook	4.910015969007087e-5
2	shook	1.24794241111584e-5
1	shoot	3.214843637328382e-5
2	shoot	7.495894305931882e-5
1	shooting	2.117624529721658e-4
2	shooting	2.729516175803096e-4
1	shootings	1.4509999721252844e-4
2	shootings	1.4797756531572071e-8
1	shootout	4.4639580513234235e-5
2	shootout	9.140737561314094e-9
1	shop	6.156709237136041e-5
2	shop	7.780039341146728e-5
1	shoppers	6.170144289282976e-5
2	shoppers	3.683739957122606e-6
1	shopping	1.6479049645590983e-4
2	shopping	3.3022137969907685e-5
1	shops	6.665658332523663e-5
2	shops	7.035199248887023e-5
1	shore	6.072664519509425e-5
2	shore	8.260088749042168e-6
1	shores	3.348303214508997e-5
2	shores	4.519517636307438e-9
1	short	1.4786060044522797e-4
2	short	2.9417940687694586e-4
1	shortage	1.3772134606224626e-4
2	shortage	5.1650895130476976e-6
1	shortages	8.253874197655396e-5
2	shortages	3.199467404030272e-5
1	shorter	3.677439775909456e-5
2	shorter	9.394971998897203e-6
1	shortfall	3.098578569129924e-5
2	shortfall	1.733135881979585e-5
1	shortly	2.1220154753788707e-4
2	shortly	2.2589383929288615e-4
1	shortterm	1.3288139194303738e-4
2	shortterm	1.243931395320124e-5
1	shot	4.488665618109555e-4
2	shot	4.970472554145204e-4
1	shotgun	7.418705671884608e-6
2	shotgun	2.2093336455205534e-5
1	shotguns	2.7154148023768164e-5
2	shotguns	8.318015737919801e-6
1	shots	1.4661454226437863e-4
2	shots	6.129270093779756e-5
1	shoulder	2.7230720673318448e-5
2	shoulder	2.774427254938633e-5
1	shoulders	4.339921170869078e-6
2	shoulders	4.761797056295793e-5
1	shouldnt	1.832890740314872e-5
2	shouldnt	6.902119808445479e-5
1	shouted	7.778399971955749e-6
2	shouted	1.1144891063649859e-4
1	shouting	3.788202003583338e-8
2	shouting	8.17883170781847e-5
1	show	7.379722990930588e-4
2	show	6.497823361294362e-4
1	showcase	2.436075902924003e-5
2	showcase	6.371857811906301e-6
1	showdown	2.4541092587343074e-5
2	showdown	2.9621630494240987e-5
1	showed	4.494529462507783e-4
2	showed	2.5508962442122855e-4
1	shower	3.348950705486768e-5
2	shower	3.653156669387817e-14
1	showers	1.7302912005389342e-4
2	showers	2.7394959075056317e-56
1	showing	2.0488140918480037e-4
2	showing	1.4529258958675636e-4
1	shown	1.4702603229139427e-4
2	shown	9.606894928668482e-5
1	shows	2.892453168616196e-4
2	shows	1.2147012717468685e-4
1	shrine	2.4572708503171084e-5
2	shrine	2.5703621723731543e-5
1	shrink	3.331942061394409e-5
2	shrink	1.1872021678434752e-7
1	shrinking	1.0892754772498572e-8
2	shrinking	2.72639830983061e-5
1	shrugged	2.7599009123299943e-5
2	shrugged	8.007503097187961e-6
1	shultz	3.287777634364959e-23
2	shultz	1.5973357649689925e-4
1	shuster	9.363692158666279e-5
2	shuster	8.725094786231119e-7
1	shut	1.5322009040698794e-4
2	shut	8.395362060495839e-5
1	shuttle	4.4094517691018956e-4
2	shuttle	9.39319678047366e-16
1	shuttles	8.930535228588043e-5
2	shuttles	6.416013546324229e-20
1	shy	1.4202071374086588e-5
2	shy	2.1254494287341682e-5
1	siblings	1.1510063922205553e-5
2	siblings	1.5341631247086467e-5
1	sick	5.140385622004816e-5
2	sick	4.983085494121169e-5
1	sickness	3.221032703358938e-5
2	sickness	1.647663008248874e-5
1	side	2.2435133193480464e-4
2	side	5.057129267649694e-4
1	sides	4.991292372847815e-5
2	sides	3.58650854780446e-4
1	sidewalk	6.3720894082014965e-6
2	sidewalk	4.230357810116514e-5
1	sidon	3.9070082205251175e-5
2	sidon	7.04574112531869e-10
1	sieck	4.465267614294029e-5
2	sieck	1.1883934511744837e-72
1	siege	3.089948504880068e-5
2	siege	2.5183478369690776e-5
1	siegelman	9.7532580168197994e-29
2	siegelman	3.506346801151451e-5
1	sierra	4.9263204518293074e-5
2	sierra	6.777962996281354e-7
1	sight	2.3260333385389415e-5
2	sight	3.441154013636091e-5
1	sigmond	4.465267613241536e-5
2	sigmond	7.346355724537749e-15
1	sign	1.9506444017895343e-4
2	sign	2.573352290116197e-4
1	signal	1.6237991595308759e-4
2	signal	5.028848451753081e-5
1	signaled	3.802768692553631e-5
2	signaled	2.0207999977121583e-5
1	signals	1.4005888731275399e-4
2	signals	2.690913319844246e-5
1	signature	9.950479509677959e-12
2	signature	4.2855342846425446e-5
1	signatures	1.2441616974169188e-8
2	signatures	5.06385473349151e-5
1	signed	1.141031765684919e-4
2	signed	5.00851279716038e-4
1	significance	5.7676479796531533e-5
2	significance	2.986880585928098e-5
1	significant	1.9624857405833526e-4
2	significant	2.175492957447947e-4
1	significantly	7.943149687257385e-5
2	significantly	3.416352828189292e-5
1	signing	3.5319023665432466e-14
2	signing	1.129822857902275e-4
1	signs	1.9235378089175524e-4
2	signs	1.306612173401457e-4
1	sikh	1.2263522133781045e-4
2	sikh	1.1142721662339592e-7
1	sikhs	5.320115097047081e-5
2	sikhs	1.740881772735663e-5
1	silence	4.068017834953841e-5
2	silence	3.394032694904287e-5
1	silent	8.824781008133344e-6
2	silent	3.279971982659872e-5
1	silicon	5.0234249441307244e-5
2	silicon	7.83120113774282e-12
1	silk	1.1178494092419384e-11
2	silk	2.727157842859927e-5
1	silver	2.8770254524048647e-4
2	silver	1.7356576321121266e-5
1	silverado	2.9220745731500612e-27
2	silverado	5.064723157218758e-5
1	silverman	3.6324742849191637e-9
2	silverman	2.7269050767448296e-5
1	similarities	2.7138505836469072e-5
2	similarities	4.432993080184471e-6
1	similarly	3.1365425995147234e-5
2	similarly	1.3170429344650885e-5
1	simon	1.4324310197598109e-11
2	simon	1.7921327094938525e-4
1	simons	5.38685225274813e-12
2	simons	2.727158247115998e-5
1	simple	6.764397496037348e-5
2	simple	7.355873492049581e-5
1	simpler	1.7586466264476404e-5
2	simpler	1.1100307967901996e-5
1	simply	1.0142597670275048e-4
2	simply	1.7075309618678388e-4
1	simpson	5.68860036044589e-18
2	simpson	5.8439113352520134e-5
1	simultaneously	9.959942542021613e-6
2	simultaneously	2.421549633349861e-5
1	sinai	6.647834301062505e-5
2	sinai	1.5933231603146154e-5
1	sing	2.238292972488901e-5
2	sing	3.50239670891705e-5
1	singapore	4.7594202024736016e-5
2	singapore	5.738699404312174e-6
1	singer	1.3797167748760578e-4
2	singer	1.1018076244157094e-4
1	singers	4.465258099180859e-5
2	singers	6.641540293934365e-11
1	singh	4.068180763278518e-6
2	singh	3.222388155832785e-5
1	singing	7.811512938205977e-5
2	singing	5.456205603754402e-5
1	single	1.751483455127622e-4
2	single	2.4006911775777354e-4
1	singled	2.202657675978024e-22
2	singled	4.675129068201931e-5
1	sinhalese	1.3395802579794727e-4
2	sinhalese	1.8363472947450686e-12
1	sink	5.023426066080784e-5
2	sink	3.9410321239747505e-24
1	sinking	5.023426063491973e-5
2	sinking	1.806983440850039e-14
1	sioux	2.76625547715612e-5
2	sioux	1.1859089182970353e-5
1	sipan	3.3489506865512775e-5
2	sipan	1.6870110083440924e-13
1	sipc	7.80767890901053e-5
2	sipc	4.564506391743657e-8
1	sir	8.712989505191923e-6
2	sir	7.183715909512233e-5
1	sister	5.4050645707507346e-5
2	sister	1.3369409788265563e-4
1	sisters	7.081788201014249e-7
2	sisters	3.067321895241099e-5
1	sisulu	8.7441448317035e-36
2	sisulu	3.116752712134622e-5
1	sit	7.266654783092658e-5
2	sit	8.174080631954744e-5
1	site	4.351192095146509e-4
2	site	8.977721949998196e-5
1	sites	1.536753867816524e-4
2	sites	2.1300769909032652e-05
1	sits	4.569080133901065e-5
2	sits	1.0963212232816845e-5
1	sitting	9.484636448718928e-5
2	sitting	7.015525546289134e-5
1	situation	2.781174795691443e-4
2	situation	4.3701667775382597e-4
1	situations	6.077165741724158e-5
2	situations	4.3678847880188865e-7
1	six	9.433897462689167e-4
2	six	6.427590769719776e-4
1	sixday	2.5519707185768313e-8
2	sixday	2.72537734988952e-5
1	sixmonth	6.63882152117709e-5
2	sixmonth	1.989208161450983e-5
1	sixteen	2.3313915289769946e-5
2	sixteen	1.0998494675084104e-5
1	sixth	1.2343931710023884e-4
2	sixth	2.2925814450651467e-5
1	sixyear	1.0965285152826147e-5
2	sixyear	4.299347256119408e-5
1	size	2.4001997740168238e-4
2	size	5.843084685625432e-5
1	sizes	5.006235684668789e-5
2	sizes	1.199887050821887e-7
1	skeptical	1.4570523356360375e-5
2	skeptical	3.2685137811099036e-5
1	skepticism	2.3236803703831117e-5
2	skepticism	7.156377601397202e-6
1	ski	3.3489506880969825e-5
2	ski	1.5791207132636356e-13
1	skies	3.654431533660379e-5
2	skies	9.5555693194289e-6
1	skill	3.3650284095359715e-8
2	skill	3.1144039253814485e-5
1	skilled	4.4651195432607024e-5
2	skilled	1.0335344587537739e-9
1	skills	2.7224391523028745e-5
2	skills	5.502027652167961e-5
1	skin	3.015330070531189e-5
2	skin	2.5704314359201474e-5
1	skinner	7.254087988748569e-5
2	skinner	1.3763735635854882e-8
1	skins	7.256059873227792e-5
2	skins	6.782561175336407e-24
1	skip	1.0466951697559417e-5
2	skip	1.606972262616064e-5
1	skirt	1.1622413228890162e-6
2	skirt	2.2564401960282966e-5
1	skirts	2.1661055810320177e-12
2	skirts	3.116752560940649e-5
1	skull	2.014505198777977e-11
2	skull	7.012692196180104e-5
1	skunk	5.023426066080784e-5
2	skunk	8.828350229588533e-28
1	sky	1.0035272482587653e-4
2	sky	8.082584815190889e-8
1	skyrocketing	1.3984526304980223e-6
2	skyrocketing	3.0191408463879012e-5
1	skyscraper	2.7196902337846453e-5
2	skyscraper	4.392232375615596e-6
1	sl	1.0346257296060152e-5
2	sl	6.29052578900742e-5
1	slack	3.2475954867112005e-5
2	slack	7.074585368832573e-7
1	slain	2.418384890938128e-6
2	slain	9.960643270165591e-5
1	slammed	5.581584517867392e-5
2	slammed	1.0235736104072778e-18
1	slap	1.7066444140651258e-5
2	slap	1.1463282934870067e-5
1	slapps	8.923949820423547e-23
2	slapps	2.7271586231177944e-5
1	slash	1.4936839817889915e-5
2	slash	1.2949744805037162e-5
1	slashed	3.6152345290307437e-5
2	slashed	1.7621045833697876e-5
1	slashing	3.411779616930324e-9
2	slashing	2.726920481212474e-5
1	slate	3.12327445922566e-5
2	slate	1.3263040842556535e-5
1	slated	1.2071944735531574e-5
2	slated	1.8845379843286897e-5
1	slaughter	3.9071091625050746e-5
2	slaughter	1.53585221477202e-17
1	slaying	8.376285105943352e-7
2	slaying	1.1239762188033796e-4
1	slayings	5.4293057508660645e-12
2	slayings	6.233505045304196e-5
1	sleep	3.643830701954082e-5
2	sleep	8.365243994101158e-5
1	sleeping	5.438135453819758e-5
2	sleeping	1.658503671615625e-5
1	slice	1.0892353268088024e-5
2	slice	1.5772792718880942e-5
1	slide	1.2279469754562872e-4
2	slide	1.1296937698660122e-10
1	slides	3.903096855747047e-5
2	slides	2.800586450140753e-8
1	slight	9.91044949068104e-5
2	slight	3.601555720190436e-5
1	slightly	4.389977681144241e-4
2	slightly	2.8630875791024495e-5
1	slip	8.02361771729324e-6
2	slip	2.556704929075624e-5
1	slipped	1.3518059028069703e-4
2	slipped	2.641823917636986e-5
1	slogan	1.5383875519442633e-19
2	slogan	3.116752712134611e-5
1	slogans	9.189881093590762e-7
2	slogans	6.169360138260065e-5
1	slope	3.229060073270057e-5
2	slope	4.7327764433994176e-6
1	slow	1.940368027109877e-4
2	slow	5.9359533626097844e-5
1	slowdown	7.256059873227792e-5
2	slowdown	2.388880399557036e-41
1	slowed	1.1395545412869876e-4
2	slowed	1.0065837682746283e-5
1	slowest	3.907109162507275e-5
2	slowest	3.592455376492337e-77
1	slowing	8.372376776801202e-5
2	slowing	7.085530561143769e-19
1	slowly	7.064978033087589e-5
2	slowly	2.081345394793802e-5
1	sls	4.2765373242202764e-5
2	sls	1.3005158369638131e-5
1	sluggish	1.0046852132161569e-4
2	sluggish	1.9232163333728104e-32
1	slump	6.438218920666243e-5
2	slump	1.8125814811027903e-6
1	slums	8.770615852137255e-5
2	slums	1.669999934613945e-5
1	small	7.509632295617157e-4
2	small	3.212475255462643e-4
1	smaller	2.785396873258219e-4
2	smaller	6.271165166953968e-5
1	smallest	7.114120821208131e-5
2	smallest	4.886674175501414e-6
1	smashed	6.529340304524183e-5
2	smashed	5.072495945075384e-6
1	smeal	1.5027408806654893e-74
2	smeal	2.7271586231177944e-5
1	smile	1.6499028685609058e-8
2	smile	2.3364129034072342e-5
1	smiled	1.1827709993912562e-5
2	smiled	2.2911796359798778e-5
1	smiling	3.6919293343612312e-6
2	smiling	2.4694622931364844e-5
1	smith	2.1872010854818785e-4
2	smith	2.4471953500869686e-4
1	smithkline	3.348950710720519e-5
2	smithkline	7.047434920160444e-66
1	smiths	8.1772850140827e-11
2	smiths	3.895935182430817e-5
1	smog	8.930535170521713e-5
2	smog	4.053025542142772e-13
1	smoke	1.959017489328501e-4
2	smoke	1.130651218635896e-5
1	smokeless	3.348950710720519e-5
2	smokeless	1.3836484587009796e-27
1	smokers	7.2560598732264e-5
2	smokers	9.755712776041996e-18
1	smoking	2.9825985193795805e-4
2	smoking	1.7779467679282762e-5
1	smuggle	7.19234288552565e-6
2	smuggle	2.614727836328643e-5
1	smuggled	4.464521848074605e-5
2	smuggled	5.205441392957813e-9
1	smuggler	4.139334538346635e-6
2	smuggler	2.438233450805047e-5
1	smugglers	3.032174448289047e-5
2	smugglers	1.000297719578853e-5
1	smuggling	1.1419255202270129e-5
2	smuggling	8.163601078343467e-5
1	snake	7.619558521338038e-8
2	snake	2.721840178236544e-5
1	snapped	2.5355186933386817e-5
2	snapped	2.1261511604701195e-5
1	sniper	3.907109162483101e-5
2	sniper	1.687404851078631e-16
1	snow	3.7954774721499245e-4
2	snow	8.662313034421578e-22
1	soared	8.930535228588059e-5
2	soared	2.7215288367489865e-20
1	soaring	6.57235188308012e-5
2	soaring	1.2564157300350971e-5
1	socalled	1.07304988224482e-4
2	socalled	9.652261549683031e-5
1	soccer	1.4072765826654563e-13
2	soccer	4.6751290583791506e-5
1	social	1.2679784173827283e-4
2	social	5.621173510574292e-4
